"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size","cum_infl","salary_adj","log_salary_adj","year"
2023,"SE","FT","Business Intelligence Engineer",129300,"USD",129300,"US",0,"US","M",1.16816997383745,110685.947161652,11.614452165396,3
2023,"SE","FT","Data Engineer",225000,"USD",225000,"US",100,"US","M",1.16816997383745,192608.956777816,12.1684172818226,3
2023,"SE","FT","Data Engineer",175000,"USD",175000,"US",100,"US","M",1.16816997383745,149806.966382746,11.9171028535417,3
2023,"SE","FT","Data Engineer",185000,"USD",185000,"US",0,"US","M",1.16816997383745,158367.36446176,11.9726727046965,3
2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M",1.16816997383745,119845.573106197,11.6939593022275,3
2023,"SE","FT","Data Scientist",105000,"USD",105000,"US",0,"US","M",1.16816997383745,89884.1798296476,11.4062772297757,3
2023,"SE","FT","Data Scientist",70000,"USD",70000,"US",0,"US","M",1.16816997383745,59922.7865530984,11.0008121216675,3
2023,"EN","FT","Machine Learning Engineer",163196,"USD",163196,"US",0,"US","M",1.16816997383745,139702.272490278,11.8472688120439,3
2023,"EN","FT","Machine Learning Engineer",145885,"USD",145885,"US",0,"US","M",1.16816997383745,124883.367375697,11.7351355197176,3
2023,"SE","FT","Data Engineer",217000,"USD",217000,"US",100,"US","M",1.16816997383745,185760.638314605,12.1322142331586,3
2023,"SE","FT","Data Engineer",185000,"USD",185000,"US",100,"US","M",1.16816997383745,158367.36446176,11.9726727046965,3
2023,"SE","FT","Data Analyst",202800,"USD",202800,"US",0,"US","L",1.16816997383745,173604.873042405,12.0645371513352,3
2023,"SE","FT","Data Analyst",104300,"USD",104300,"US",0,"US","L",1.16816997383745,89284.9519641166,11.3995882416249,3
2023,"SE","FT","Data Analyst",145000,"USD",145000,"US",0,"US","M",1.16816997383745,124125.772145704,11.7290506220387,3
2023,"SE","FT","Data Analyst",65000,"USD",65000,"US",0,"US","M",1.16816997383745,55642.5875135914,10.9267041495138,3
2023,"SE","FT","Data Engineer",165000,"USD",165000,"US",0,"US","M",1.16816997383745,141246.568303732,11.8582623535187,3
2023,"SE","FT","Data Engineer",132300,"USD",132300,"US",0,"US","M",1.16816997383745,113254.066585356,11.6373889507391,3
2023,"SE","FT","Data Engineer",179170,"USD",179170,"US",0,"US","M",1.16816997383745,153376.652381695,11.94065195543,3
2023,"SE","FT","Data Engineer",94300,"USD",94300,"US",0,"US","M",1.16816997383745,80724.5538851026,11.2987980692576,3
2023,"SE","FT","Analytics Engineer",152500,"USD",152500,"US",0,"US","M",1.16816997383745,130546.070704964,11.7794814756656,3
2023,"SE","FT","Analytics Engineer",116450,"USD",116450,"US",0,"US","M",1.16816997383745,99685.8356301187,11.5097788759485,3
2023,"SE","FT","Data Engineer",247300,"USD",247300,"US",0,"US","M",1.16816997383745,211698.644494018,12.2629190541455,3
2023,"SE","FT","Data Engineer",133800,"USD",133800,"US",0,"US","M",1.16816997383745,114538.126297208,11.6486630273123,3
2023,"SE","FT","Research Engineer",203000,"USD",203000,"US",0,"US","M",1.16816997383745,173776.081003985,12.0655228586599,3
2023,"SE","FT","Research Engineer",133000,"USD",133000,"US",0,"US","M",1.16816997383745,113853.294450887,11.6426660078399,3
2023,"EN","FT","Research Scientist",220000,"USD",220000,"US",50,"US","L",1.16816997383745,188328.757738309,12.1459444259705,3
2023,"SE","FT","Data Scientist",150000,"USD",150000,"US",0,"US","M",1.16816997383745,128405.971185211,11.7629521737144,3
2023,"SE","FT","Data Scientist",120000,"USD",120000,"US",0,"US","M",1.16816997383745,102724.776948169,11.5398086224002,3
2023,"SE","FT","Analytics Engineer",289800,"USD",289800,"US",0,"US","M",1.16816997383745,248080.336329827,12.4215079095047,3
2023,"SE","FT","Analytics Engineer",214000,"USD",214000,"US",0,"US","M",1.16816997383745,183192.518890901,12.11829289464,3
2023,"SE","FT","Analytics Engineer",179820,"USD",179820,"US",0,"US","M",1.16816997383745,153933.078256831,11.9442732301748,3
2023,"SE","FT","Analytics Engineer",143860,"USD",143860,"US",0,"US","M",1.16816997383745,123149.886764696,11.7211574840574,3
2023,"SE","FT","Machine Learning Engineer",283200,"USD",283200,"US",100,"US","M",1.16816997383745,242430.473597678,12.3984702414377,3
2023,"SE","FT","Machine Learning Engineer",188800,"USD",188800,"US",100,"US","M",1.16816997383745,161620.315731785,11.9930051333296,3
2023,"SE","FT","Analytics Engineer",289800,"USD",289800,"US",0,"US","M",1.16816997383745,248080.336329827,12.4215079095047,3
2023,"SE","FT","Analytics Engineer",214200,"USD",214200,"US",0,"US","M",1.16816997383745,183363.726852481,12.1192270376318,3
2023,"SE","FT","Data Engineer",185900,"USD",185900,"US",0,"US","M",1.16816997383745,159137.800288871,11.9775257743456,3
2023,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"US","M",1.16816997383745,110685.947161652,11.614452165396,3
2023,"SE","FT","Data Engineer",252000,"USD",252000,"US",0,"US","M",1.16816997383745,215722.031591154,12.2817459671296,3
2023,"SE","FT","Data Engineer",129000,"USD",129000,"US",0,"US","M",1.16816997383745,110429.135219281,11.6121292839798,3
2023,"MI","FT","Data Analytics Manager",155000,"USD",155000,"US",0,"US","M",1.16816997383745,132686.170224718,11.7957419965374,3
2023,"MI","FT","Data Analytics Manager",140000,"USD",140000,"US",0,"US","M",1.16816997383745,119845.573106197,11.6939593022275,3
2023,"SE","FT","Data Engineer",161800,"USD",161800,"US",100,"US","M",1.16816997383745,138507.240918447,11.8386778842425,3
2023,"SE","FT","Data Engineer",141600,"USD",141600,"US",100,"US","M",1.16816997383745,121215.236798839,11.7053230608778,3
2023,"SE","FT","Machine Learning Engineer",342300,"USD",342300,"US",0,"US","L",1.16816997383745,293022.426244651,12.5880044251543,3
2023,"SE","FT","Machine Learning Engineer",176100,"USD",176100,"US",0,"US","L",1.16816997383745,150748.610171438,11.9233688951203,3
2023,"MI","FT","Data Engineer",100000,"USD",100000,"US",100,"US","M",1.16816997383745,85603.9807901406,11.3574870656062,3
2023,"MI","FT","Data Engineer",70000,"USD",70000,"US",100,"US","M",1.16816997383745,59922.7865530984,11.0008121216675,3
2023,"EN","FT","Data Engineer",85000,"USD",85000,"US",0,"US","M",1.16816997383745,72763.3836716195,11.1949681361085,3
2023,"EN","FT","Data Engineer",65000,"USD",65000,"US",0,"US","M",1.16816997383745,55642.5875135914,10.9267041495138,3
2023,"SE","FT","Data Scientist",138784,"USD",138784,"US",100,"US","M",1.16816997383745,118804.628699789,11.6852356472711,3
2023,"SE","FT","Data Scientist",83270,"USD",83270,"US",100,"US","M",1.16816997383745,71282.4348039501,11.1744052198659,3
2023,"EN","FT","Data Analyst",75000,"USD",75000,"US",0,"US","M",1.16816997383745,64202.9855926054,11.0698049931545,3
2023,"EN","FT","Data Analyst",70000,"USD",70000,"US",0,"US","M",1.16816997383745,59922.7865530984,11.0008121216675,3
2023,"SE","FT","Data Analyst",204500,"USD",204500,"US",0,"US","M",1.16816997383745,175060.140715838,12.072884855101,3
2023,"SE","FT","Data Analyst",138900,"USD",138900,"US",0,"US","M",1.16816997383745,118903.929317505,11.6860711293785,3
2023,"SE","FT","Machine Learning Engineer",318300,"USD",318300,"US",100,"US","M",1.16816997383745,272477.470855018,12.5153112139062,3
2023,"SE","FT","Machine Learning Engineer",212200,"USD",212200,"US",100,"US","M",1.16816997383745,181651.647236678,12.109846105798,3
2023,"SE","FT","Data Engineer",95000,"USD",95000,"US",100,"US","M",1.16816997383745,81323.7817506336,11.3061937712187,3
2023,"SE","FT","Data Engineer",75000,"USD",75000,"US",100,"US","M",1.16816997383745,64202.9855926054,11.0698049931545,3
2023,"SE","FT","Data Scientist",195000,"USD",195000,"US",0,"US","M",1.16816997383745,166927.762540774,12.0253164381819,3
2023,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"US","M",1.16816997383745,136966.369264225,11.827490694852,3
2023,"SE","FT","Analytics Engineer",230000,"USD",230000,"US",0,"US","M",1.16816997383745,196889.155817323,12.1903961885414,3
2023,"SE","FT","Analytics Engineer",143200,"USD",143200,"US",0,"US","M",1.16816997383745,122584.900491481,11.7165591341447,3
2023,"MI","FT","Data Engineer",100000,"USD",100000,"US",100,"US","M",1.16816997383745,85603.9807901406,11.3574870656062,3
2023,"MI","FT","Data Engineer",70000,"USD",70000,"US",100,"US","M",1.16816997383745,59922.7865530984,11.0008121216675,3
2023,"MI","FT","Business Data Analyst",105000,"USD",105000,"US",50,"US","L",1.16816997383745,89884.1798296476,11.4062772297757,3
2023,"MI","FT","Data Analyst",38000,"GBP",46178,"GB",0,"GB","M",1.1719396706794,39403.0521837611,10.5815985588786,3
2023,"MI","FT","Data Analyst",35000,"GBP",42533,"GB",0,"GB","M",1.1719396706794,36292.8238237236,10.499375309903,3
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M",1.16816997383745,124125.772145704,11.7290506220387,3
2023,"SE","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M",1.16816997383745,98444.5779086617,11.4972490079814,3
2023,"SE","FT","Data Analyst",168400,"USD",168400,"US",0,"US","M",1.16816997383745,144157.103650597,11.8786589814264,3
2023,"SE","FT","Data Analyst",105200,"USD",105200,"US",0,"US","M",1.16816997383745,90055.3877912279,11.4081801799218,3
2023,"SE","FT","Applied Scientist",309400,"USD",309400,"US",0,"US","L",1.16816997383745,264858.716564695,12.4869518177571,3
2023,"SE","FT","Applied Scientist",159100,"USD",159100,"US",0,"US","L",1.16816997383745,136195.933437114,11.8218498149619,3
2023,"SE","FT","Machine Learning Engineer",190000,"USD",190000,"US",0,"US","M",1.16816997383745,162647.563501267,11.9993409517786,3
2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",0,"US","M",1.16816997383745,128405.971185211,11.7629521737144,3
2023,"MI","FT","Data Engineer",162500,"USD",162500,"US",0,"US","M",1.16816997383745,139106.468783978,11.8429948813879,3
2023,"MI","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M",1.16816997383745,111285.175027183,11.6198513300737,3
2023,"SE","FT","Analytics Engineer",150000,"USD",150000,"US",100,"US","M",1.16816997383745,128405.971185211,11.7629521737144,3
2023,"SE","FT","Analytics Engineer",120000,"USD",120000,"US",100,"US","M",1.16816997383745,102724.776948169,11.5398086224002,3
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M",1.16816997383745,124125.772145704,11.7290506220387,3
2023,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M",1.16816997383745,102724.776948169,11.5398086224002,3
2023,"SE","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L",1.16816997383745,190212.045315692,12.1558947568237,3
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L",1.16816997383745,116421.413874591,11.6649717653542,3
2023,"SE","FT","Data Engineer",241000,"USD",241000,"US",0,"US","M",1.16816997383745,206305.593704239,12.2371138131088,3
2023,"SE","FT","Data Engineer",155000,"USD",155000,"US",0,"US","M",1.16816997383745,132686.170224718,11.7957419965374,3
2023,"SE","FT","Data Engineer",220000,"USD",220000,"US",100,"US","M",1.16816997383745,188328.757738309,12.1459444259705,3
2023,"SE","FT","Data Engineer",190000,"USD",190000,"US",100,"US","M",1.16816997383745,162647.563501267,11.9993409517786,3
2023,"MI","FT","Data Scientist",55000,"GBP",66837,"GB",0,"GB","M",1.1719396706794,57031.0927022833,10.9513518840982,3
2023,"MI","FT","Data Scientist",45000,"GBP",54685,"GB",0,"GB","M",1.1719396706794,46661.9582630034,10.7506845134689,3
2023,"MI","FT","ETL Engineer",70000,"GBP",85066,"GB",100,"GB","M",1.1719396706794,72585.6476474472,11.192522490463,3
2023,"MI","FT","ETL Engineer",47500,"GBP",57723,"GB",100,"GB","M",1.1719396706794,49254.2418728234,10.8047507722887,3
2023,"EN","FT","Data Analyst",85000,"USD",85000,"US",100,"US","M",1.16816997383745,72763.3836716195,11.1949681361085,3
2023,"EN","FT","Data Analyst",75000,"USD",75000,"US",100,"US","M",1.16816997383745,64202.9855926054,11.0698049931545,3
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M",1.16816997383745,136966.369264225,11.827490694852,3
2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M",1.16816997383745,119845.573106197,11.6939593022275,3
2023,"MI","FT","Machine Learning Engineer",300000,"USD",300000,"US",0,"US","M",1.16816997383745,256811.942370422,12.4560993542744,3
2023,"MI","FT","Machine Learning Engineer",250000,"USD",250000,"US",0,"US","M",1.16816997383745,214009.951975351,12.2737777974804,3
2023,"SE","FT","Data Scientist",228000,"USD",228000,"US",0,"US","M",1.16816997383745,195177.076201521,12.1816625085726,3
2023,"SE","FT","Data Scientist",186000,"USD",186000,"US",0,"US","M",1.16816997383745,159223.404269662,11.9780635533314,3
2023,"SE","FT","Data Scientist",190000,"USD",190000,"US",0,"US","M",1.16816997383745,162647.563501267,11.9993409517786,3
2023,"SE","FT","Data Scientist",170000,"USD",170000,"US",0,"US","M",1.16816997383745,145526.767343239,11.8881153166684,3
2023,"MI","FT","Research Engineer",230000,"USD",230000,"US",0,"US","M",1.16816997383745,196889.155817323,12.1903961885414,3
2023,"MI","FT","Research Engineer",200000,"USD",200000,"US",0,"US","M",1.16816997383745,171207.961580281,12.0506342461662,3
2023,"SE","FT","Data Architect",180000,"USD",180000,"US",100,"US","M",1.16816997383745,154087.165422253,11.9452737305084,3
2023,"SE","FT","Data Architect",115000,"USD",115000,"US",100,"US","M",1.16816997383745,98444.5779086617,11.4972490079814,3
2023,"SE","FT","Data Architect",200000,"USD",200000,"US",100,"US","M",1.16816997383745,171207.961580281,12.0506342461662,3
2023,"SE","FT","Data Architect",115000,"USD",115000,"US",100,"US","M",1.16816997383745,98444.5779086617,11.4972490079814,3
2023,"EX","FT","Data Engineer",220000,"USD",220000,"US",0,"US","M",1.16816997383745,188328.757738309,12.1459444259705,3
2023,"EX","FT","Data Engineer",205000,"USD",205000,"US",0,"US","M",1.16816997383745,175488.160619788,12.0753268587566,3
2023,"MI","FT","Data Engineer",180000,"USD",180000,"US",0,"US","M",1.16816997383745,154087.165422253,11.9452737305084,3
2023,"MI","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M",1.16816997383745,111285.175027183,11.6198513300737,3
2023,"SE","FT","Data Engineer",200000,"USD",200000,"US",100,"US","M",1.16816997383745,171207.961580281,12.0506342461662,3
2023,"SE","FT","Data Engineer",150000,"USD",150000,"US",100,"US","M",1.16816997383745,128405.971185211,11.7629521737144,3
2023,"SE","FT","Computer Vision Engineer",215000,"USD",215000,"US",0,"US","M",1.16816997383745,184048.558698802,12.1229549077458,3
2023,"SE","FT","Computer Vision Engineer",170000,"USD",170000,"US",0,"US","M",1.16816997383745,145526.767343239,11.8881153166684,3
2023,"SE","FT","Machine Learning Engineer",247500,"USD",247500,"US",0,"US","M",1.16816997383745,211869.852455598,12.2637274616269,3
2023,"SE","FT","Machine Learning Engineer",172200,"USD",172200,"US",0,"US","M",1.16816997383745,147410.054920622,11.9009734716118,3
2023,"SE","FT","Data Analyst",120000,"USD",120000,"US",100,"US","M",1.16816997383745,102724.776948169,11.5398086224002,3
2023,"SE","FT","Data Analyst",75000,"USD",75000,"US",100,"US","M",1.16816997383745,64202.9855926054,11.0698049931545,3
2023,"SE","FT","Data Analyst",140000,"USD",140000,"US",0,"US","M",1.16816997383745,119845.573106197,11.6939593022275,3
2023,"SE","FT","Data Analyst",120000,"USD",120000,"US",0,"US","M",1.16816997383745,102724.776948169,11.5398086224002,3
2023,"SE","FT","Data Engineer",128000,"USD",128000,"US",0,"US","M",1.16816997383745,109573.09541138,11.6043471435378,3
2023,"SE","FT","Data Engineer",81500,"USD",81500,"US",0,"US","M",1.16816997383745,69767.2443439646,11.152919899865,3
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M",1.16816997383745,124125.772145704,11.7290506220387,3
2023,"SE","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M",1.16816997383745,98444.5779086617,11.4972490079814,3
2023,"SE","FT","Data Engineer",185000,"USD",185000,"US",0,"US","M",1.16816997383745,158367.36446176,11.9726727046965,3
2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M",1.16816997383745,119845.573106197,11.6939593022275,3
2023,"EX","FT","Head of Data",329500,"USD",329500,"US",0,"US","M",1.16816997383745,282065.116703513,12.5498932335607,3
2023,"EX","FT","Head of Data",269600,"USD",269600,"US",0,"US","M",1.16816997383745,230788.332210219,12.3492562586563,3
2023,"SE","FT","Data Quality Analyst",100000,"USD",100000,"US",0,"US","M",1.16816997383745,85603.9807901406,11.3574870656062,3
2023,"SE","FT","Data Quality Analyst",80000,"USD",80000,"US",0,"US","M",1.16816997383745,68483.1846321125,11.134343514292,3
2023,"SE","FT","Data Scientist",250000,"USD",250000,"US",0,"US","M",1.16816997383745,214009.951975351,12.2737777974804,3
2023,"SE","FT","Data Scientist",162500,"USD",162500,"US",0,"US","M",1.16816997383745,139106.468783978,11.8429948813879,3
2023,"MI","FT","AI Developer",200000,"USD",200000,"US",100,"US","M",1.16816997383745,171207.961580281,12.0506342461662,3
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M",1.16816997383745,124125.772145704,11.7290506220387,3
2023,"SE","FT","Data Engineer",100000,"USD",100000,"US",0,"US","M",1.16816997383745,85603.9807901406,11.3574870656062,3
2023,"EX","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M",1.16816997383745,124125.772145704,11.7290506220387,3
2023,"EX","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M",1.16816997383745,98444.5779086617,11.4972490079814,3
2023,"SE","FT","Data Scientist",203500,"USD",203500,"US",0,"US","M",1.16816997383745,174204.100907936,12.0679828845008,3
2023,"SE","FT","Data Scientist",152000,"USD",152000,"US",0,"US","M",1.16816997383745,130118.050801014,11.7761974004644,3
2023,"SE","FT","Data Scientist",239000,"USD",239000,"US",0,"US","L",1.16816997383745,204593.514088436,12.2287804315497,3
2023,"SE","FT","Data Scientist",122900,"USD",122900,"US",0,"US","L",1.16816997383745,105207.292391083,11.5636878961901,3
2023,"SE","FT","Data Scientist",237000,"USD",237000,"US",0,"US","M",1.16816997383745,202881.434472633,12.2203770207533,3
2023,"SE","FT","Data Scientist",145000,"USD",145000,"US",0,"US","M",1.16816997383745,124125.772145704,11.7290506220387,3
